"strong","term","source","ib_relevance"
"G0863I","loose","lsj","Could impact IB"
"G0863I","set free","lsj","Could impact IB"
"G0863I","release from","lsj","Could impact IB"
"G0863I","acquit of","lsj","Could impact IB"
"G0863I","acquit","lsj","Could impact IB"
"G0863I","released","lsj","Could impact IB"
"G0863I","dissolve","lsj","Could impact IB"
"G0863I","disband","lsj","Could impact IB"
"G0863I","dismiss","lsj","Could impact IB"
"G0863I","put away","lsj","Not relevant"
"G0863I","divorce","lsj","Could impact IB"
"G0863I","break off","lsj","Could impact IB"
"G0863I","disown","lsj","Could impact IB"
"G0863I","releasing","lsj","Could impact IB"
"G0863I","dedicate","lsj","Could impact IB"
"G0863I","get rid of","lsj","Could impact IB"
"G0863I","slackened","lsj","Could impact IB"
"G0863I","leave off","lsj","Not relevant"
"G0863I","remit","lsj","Could impact IB"
"G0863I","excuse","lsj","Could impact IB"
"G0863I","leave alone","lsj","Could impact IB"
"G0863I","pass by","lsj","Not relevant"
"G0863I","neglect","lsj","Could impact IB"
"G0863I","missum fiat","lsj","Could impact IB"
"G0863I","let","lsj","Could impact IB"
"G0863I","suffer","lsj","Could impact IB"
"G0863I","permit","lsj","Could impact IB"
"G0863I","break up","lsj","Could impact IB"
"G0863I","march","lsj","Could impact IB"
"G0863I","sail","lsj","Could impact IB"
"G0863I","send forth from oneself","lsj","Could impact IB"
"G0863I","of one's own from","lsj","Not relevant"
"G0863I","loosed","lsj","Could impact IB"
"G0863I","her","lsj","Not relevant"
"G0863I","from off","lsj","Not relevant"
"G0863I","let go of","lsj","Could impact IB"
"G0865","not loving good","mounce","IB related"
"G0865","notloving the good","lsj","IB related"
"G0865","not loving good","meaning_tree","IB related"
"G0865","good men","meaning_tree","IB related"
"G0866","not loving money","mounce","Could impact IB"
"G0866","not greedy","mounce","Could impact IB"
"G0866","not loving money","lsj","Could impact IB"
"G0866","not loving money","meaning_tree","Could impact IB"
"G0866","not greedy","meaning_tree","Could impact IB"
"G0866","not fond of","meaning_tree","Could impact IB"
"G0866","loving money","meaning_tree","Could impact IB"
"G0866","not covetous","meaning_tree","Could impact IB"
"G0866","generous","meaning_tree","Could impact IB"
"G0870","fearlessly","mounce","Could impact IB"
"G0870","boldly","mounce","Could impact IB"
"G0870","without fear","lsj","IB related"
"G0870","fearless","lsj","IB related"
"G0870","intrepid","lsj","Could impact IB"
"G0870","having no fear of","lsj","IB related"
"G0870","causing no fear","lsj","IB related"
"G0870","free from fear","lsj","IB related"
"G0870","which fear not men","lsj","IB related"
"G0870","which no one fears","lsj","IB related"
"G0870","tame","lsj","Could impact IB"
"G0870","cattle.","lsj","Could impact IB"
"G0870","fearlessly","meaning_tree","Could impact IB"
"G0870","boldly","meaning_tree","Could impact IB"
"G0870","intrepidly","meaning_tree","Could impact IB"
"G0870","securely","meaning_tree","Could impact IB"
"G0870","peacefully","meaning_tree","IB related"
"G0870","tranquilly","meaning_tree","Could impact IB"
"G0870","shamelessly","meaning_tree","Could impact IB"
"G0871","similar","mounce","Could impact IB"
"G0871","make like","lsj","Could impact IB"
"G0871","become","lsj","Could impact IB"
"G0871","be made like","lsj","Could impact IB"
"G0871","compare","lsj","Could impact IB"
"G0871","portray","lsj","Could impact IB"
"G0871","make a copy","lsj","Could impact IB"
"G0871","similar","meaning_tree","Could impact IB"
"G0871","to assimilate","meaning_tree","Could impact IB"
"G0871","cause to resemble","meaning_tree","Could impact IB"
"G0871","passive","meaning_tree","Could impact IB"
"G0871","to be like","meaning_tree","Could impact IB"
"G0877","foolishness","mounce","IB related"
"G0877","lack of sense","mounce","Could impact IB"
"G0877","folly","lsj","IB related"
"G0877","thoughtlessness","lsj","IB related"
"G0877","foolishness","meaning_tree","IB related"
"G0877","lack of sense","meaning_tree","Could impact IB"
"G0877","inconsiderateness","meaning_tree","Could impact IB"
"G0877","folly","meaning_tree","IB related"
"G0877","levity","meaning_tree","Could impact IB"
"G0877","wickedness","meaning_tree","IB related"
"G0877","impiety","meaning_tree","Could impact IB"
"G0878","foolish","mounce","Could impact IB"
"G0878","ignorant","mounce","Could impact IB"
"G0878","senseless","lsj","Could impact IB"
"G0878","crazed","lsj","Could impact IB"
"G0878","frantic","lsj","Could impact IB"
"G0878","silly","lsj","Could impact IB"
"G0878","foolish","lsj","Could impact IB"
"G0878","senselessly","lsj","Could impact IB"
"G0878","foolish","meaning_tree","Could impact IB"
"G0878","ignorant","meaning_tree","Could impact IB"
"G0878","unwise","meaning_tree","Could impact IB"
"G0878","inconsiderate","meaning_tree","Could impact IB"
"G0878","simple","meaning_tree","Could impact IB"
"G0878","unenlightened","meaning_tree","Could impact IB"
"G0878","vain","meaning_tree","Could impact IB"
"G0880","mute","mounce","Could impact IB"
"G0880","voiceless","lsj","Could impact IB"
"G0880","dumb","lsj","Could impact IB"
"G0880","unable to speak","lsj","Could impact IB"
"G0880","unable to utter","lsj","Could impact IB"
"G0880","with a poor voice","lsj","Could impact IB"
"G0880","intestate","lsj","Could impact IB"
"G0880","consonants","lsj","Could impact IB"
"G0880","mutes","lsj","Could impact IB"
"G0880","mute","meaning_tree","Could impact IB"
"G0880","soundless","meaning_tree","Could impact IB"
"G0880","voiceless","meaning_tree","Could impact IB"
"G0880","speechless","meaning_tree","Could impact IB"
"G0880","dumb","meaning_tree","Could impact IB"
"G0889","depraved","mounce","Could impact IB"
"G0889","render useless","lsj","Could impact IB"
"G0889","disable","lsj","Could impact IB"
"G0889","damage","lsj","Could impact IB"
"G0889","to be corrupted","lsj","IB related"
"G0889","depraved","meaning_tree","Could impact IB"
"G0889","to render useless","meaning_tree","Could impact IB"
"G0889","to become corrupt","meaning_tree","IB related"
"G0891","until","mounce","Not relevant"
"G0891","up to","mounce","Not relevant"
"G0891","as far as","mounce","Not relevant"
"G0891","as long as","mounce","Not relevant"
"G0891","to the uttermost","lsj","Could impact IB"
"G0891","still","lsj","Not relevant"
"G0891","even to","lsj","Not relevant"
"G0891","as far as","lsj","Not relevant"
"G0891","until","lsj","Not relevant"
"G0891","continually","lsj","Could impact IB"
"G0891","up to","lsj","Not relevant"
"G0891","so long as","lsj","Not relevant"
"G0891","till","lsj","Not relevant"
"G0891","so far as","lsj","Not relevant"
"G0891","until","meaning_tree","Not relevant"
"G0891","up to","meaning_tree","Not relevant"
"G0891","as far as","meaning_tree","Not relevant"
"G0891","as long as","meaning_tree","Not relevant"
"G0891","during","meaning_tree","Not relevant"
"G0922","burden","mounce","Could impact IB"
"G0922","weight","mounce","Could impact IB"
"G0922","weight","lsj","Could impact IB"
"G0922","a weight","lsj","Could impact IB"
"G0922","burden","lsj","Could impact IB"
"G0922","load","lsj","Could impact IB"
"G0922","weights","lsj","Could impact IB"
"G0922","oppressiveness","lsj","Could impact IB"
"G0922","trouble","lsj","Could impact IB"
"G0922","heaviness","lsj","Could impact IB"
"G0922","torpor","lsj","Could impact IB"
"G0922","feeling of oppression","lsj","Could impact IB"
"G0922","heavy weight","lsj","Could impact IB"
"G0922","grief","lsj","IB related"
"G0922","misery","lsj","IB related"
"G0922","oppressive","lsj","Could impact IB"
"G0922","abundance","lsj","Could impact IB"
"G0922","strength","lsj","Could impact IB"
"G0922","violence","lsj","Could impact IB"
"G0922","influence","lsj","Could impact IB"
"G0922","gravity","lsj","Could impact IB"
"G0922","dignity","lsj","Could impact IB"
"G0922","stress","lsj","Could impact IB"
"G0922","low pitch","lsj","Could impact IB"
"G0922","burden","meaning_tree","Could impact IB"
"G0922","weight","meaning_tree","Could impact IB"
"G0922","heaviness","meaning_tree","Could impact IB"
"G0922","a burden","meaning_tree","Could impact IB"
"G0922","charge","meaning_tree","Could impact IB"
"G0922","influence","meaning_tree","Could impact IB"
"G0922","dignity","meaning_tree","Could impact IB"
"G0922","honor","meaning_tree","IB related"
"G0922","fulness","meaning_tree","Could impact IB"
"G0922","abundance","meaning_tree","Could impact IB"
"G0922","excellence","meaning_tree","Could impact IB"
"G0928","to torture","meaning_tree","Could impact IB"
"G0928","torment","meaning_tree","Could impact IB"
"G0928","tormented","meaning_tree","Could impact IB"
"G0928","in pain","meaning_tree","Could impact IB"
"G0928","touchstone","meaning_tree","Could impact IB"
"G0928","to examine","meaning_tree","Could impact IB"
"G0928","scrutinize","meaning_tree","Could impact IB"
"G0928","try","meaning_tree","Could impact IB"
"G0928","to afflict","meaning_tree","Could impact IB"
"G0928","to be afflicted","meaning_tree","Could impact IB"
"G0928","pained","meaning_tree","Could impact IB"
"G0928","to be tossed","meaning_tree","Could impact IB"
"G0928","agitated","meaning_tree","Could impact IB"
"G0928H","anguish","mounce","IB related"
"G0928H","to torture","mounce","Could impact IB"
"G0928H","torment","mounce","Could impact IB"
"G0928H","tormented","mounce","Could impact IB"
"G0928H","in pain","mounce","Could impact IB"
"G0928H","rub upon the touch-stone","lsj","Could impact IB"
"G0928H","put to the test","lsj","Could impact IB"
"G0928H","prove","lsj","Could impact IB"
"G0928H","investigate scientifically","lsj","Could impact IB"
"G0928H","examine closely","lsj","Could impact IB"
"G0928H","cross-question","lsj","Could impact IB"
"G0928H","having","lsj","Could impact IB"
"G0928H","to be convicted","lsj","Could impact IB"
"G0928H","question by applying torture","lsj","Could impact IB"
"G0928H","torture","lsj","Could impact IB"
"G0928H","rack","lsj","Could impact IB"
"G0928H","to be put to the torture","lsj","Could impact IB"
"G0928H","to be tortured","lsj","Could impact IB"
"G0928H","strain","lsj","Could impact IB"
"G0928H","forced","lsj","Could impact IB"
"G0928H","unnatural","lsj","Could impact IB"
"G0932","kingdom","mounce","Could impact IB"
"G0932","kingship","mounce","Could impact IB"
"G0932","royal rule","mounce","Could impact IB"
"G0932","kingdom","lsj","Could impact IB"
"G0932","dominion","lsj","Could impact IB"
"G0932","hereditary monarchy","lsj","Could impact IB"
"G0932","the age of monarchies","lsj","Could impact IB"
"G0932","kingly office","lsj","Could impact IB"
"G0932","the office of the archon","lsj","Could impact IB"
"G0932","being ruled by a king","lsj","Could impact IB"
"G0932","diadem","lsj","Could impact IB"
"G0932","reign","lsj","Could impact IB"
"G0932","the reigns of the Kings","lsj","Could impact IB"
"G0932","accession to the throne","lsj","Could impact IB"
"G0932","His Majesty","lsj","Could impact IB"
"G0932","kingdom","meaning_tree","Could impact IB"
"G0932","kingship","meaning_tree","Could impact IB"
"G0932","royal rule","meaning_tree","Could impact IB"
"G0932","a kingdom","meaning_tree","Could impact IB"
"G0932","realm","meaning_tree","Could impact IB"
"G0932","kingly power","meaning_tree","Could impact IB"
"G0932","authority","meaning_tree","Could impact IB"
"G0932","dominion","meaning_tree","Could impact IB"
"G0932","reign","meaning_tree","Could impact IB"
"G0932","royal dignity","meaning_tree","Could impact IB"
"G0932","the reign","meaning_tree","Could impact IB"
"G0941","to carry","mounce","Not relevant"
"G0941","bear up","mounce","Not relevant"
"G0941","carry off","mounce","Not relevant"
"G0941","to tolerate","mounce","Could impact IB"
"G0941","help","mounce","Could impact IB"
"G0941","support","mounce","Could impact IB"
"G0941","lift up","lsj","Could impact IB"
"G0941","raise","lsj","Could impact IB"
"G0941","lift","lsj","Could impact IB"
"G0941","exalt","lsj","Could impact IB"
"G0941","ennoble","lsj","Could impact IB"
"G0941","bear","lsj","Not relevant"
"G0941","carry","lsj","Not relevant"
"G0941","hold in one's hands","lsj","Could impact IB"
"G0941","to be popular","lsj","Could impact IB"
"G0941","consider","lsj","IB related"
"G0941","weigh","lsj","Could impact IB"
"G0941","deliberate on","lsj","IB related"
"G0941","on consideration","lsj","IB related"
"G0941","endure","lsj","Could impact IB"
"G0941","produce","lsj","Could impact IB"
"G0941","yield","lsj","Could impact IB"
"G0941","carry off","lsj","Not relevant"
"G0941","take away","lsj","Not relevant"
"G0941","steal","lsj","Could impact IB"
"G0941","to be sublimated","lsj","Could impact IB"
"G0941","touch","lsj","Could impact IB"
"G0941","embrace","lsj","Could impact IB"
"G0941","to carry","meaning_tree","Not relevant"
"G0941","bear up","meaning_tree","Not relevant"
"G0941","carry off","meaning_tree","Not relevant"
"G0941","to tolerate","meaning_tree","Could impact IB"
"G0941","help","meaning_tree","Could impact IB"
"G0941","support","meaning_tree","Could impact IB"
"G0941","to lift","meaning_tree","Could impact IB"
"G0941","raise","meaning_tree","Could impact IB"
"G0941","bear aloft","meaning_tree","Could impact IB"
"G0941","to bear","meaning_tree","Not relevant"
"G0941","carry","meaning_tree","Not relevant"
"G0941","to take away","meaning_tree","Not relevant"
"G0941","remove","meaning_tree","Could impact IB"
"G0941","to take up","meaning_tree","Not relevant"
"G0941","endure","meaning_tree","Could impact IB"
"G0941","suffer","meaning_tree","Could impact IB"
"G0941","to sustain","meaning_tree","Could impact IB"
"G0941","to bear with","meaning_tree","Not relevant"
"G0941","tolerate","meaning_tree","Could impact IB"
"G0941","comprehend","meaning_tree","Could impact IB"
"G0946","abomination","mounce","Could impact IB"
"G0946","something detestable","mounce","Could impact IB"
"G0946","abomination","lsj","Could impact IB"
"G0946","abomination","meaning_tree","Could impact IB"
"G0946","something detestable","meaning_tree","Could impact IB"
"G0946","an abomination","meaning_tree","Could impact IB"
"G0946","an abominable thing","meaning_tree","Could impact IB"
"G0946","detestable thing","meaning_tree","Could impact IB"
"G0947","detestable","mounce","Could impact IB"
"G0947","abominable","mounce","Could impact IB"
"G0947","disgusting","lsj","IB related"
"G0947","abominable","lsj","Could impact IB"
"G0947","detestable","meaning_tree","Could impact IB"
"G0947","abominable","meaning_tree","Could impact IB"
"G0948","(middle) to abhor","mounce","Could impact IB"
"G0948","detest","mounce","Could impact IB"
"G0948","abhorrent","mounce","Could impact IB"
"G0948","feel a loathing for food","lsj","IB related"
"G0948","to be sick","lsj","Could impact IB"
"G0948","feel a loathing at","lsj","IB related"
"G0948","cause to stink","lsj","Could impact IB"
"G0948","make loathsome","lsj","Could impact IB"
"G0948","abominable","lsj","Could impact IB"
"G0948","to be loathsome","lsj","Could impact IB"
"G0948","the abominable","lsj","Could impact IB"
"G0948","an idol)","lsj","Could impact IB"
"G0948","( middle ) to abhor","meaning_tree","Could impact IB"
"G0948","detest","meaning_tree","Could impact IB"
"G0948","abhorrent","meaning_tree","Could impact IB"
"G0948","to abominate","meaning_tree","Could impact IB"
"G0948","loathe","meaning_tree","Could impact IB"
"G0948","abhor","meaning_tree","Could impact IB"
"G0948","to be abominable","meaning_tree","Could impact IB"
"G0948","detestable","meaning_tree","Could impact IB"
